date_week,tv_spend,google_search_spend,tiktok_spend,promo,trend,yearly_seasonality,sales
2023-09-04,28.503766650918315,9.46673247254962,12.577853949739936,0,5.426356589147287,-8.854560256532096,3614.345437586328
2023-09-11,38.12082290939233,28.105197883922525,15.047464585065391,0,5.5813953488372094,-9.350162426854148,3527.881691948404
2023-09-18,30.96577829902276,31.412099370979575,17.26793324770228,0,5.736434108527131,-9.70941817426052,3549.407035444676
2023-09-25,41.90204480895392,32.3679519174968,22.014340077514408,0,5.891472868217054,-9.92708874098054,3620.2204342003793
2023-10-02,41.11870871316652,27.02468334942968,25.783079324663934,0,6.046511627906977,-10.0,3628.77982564775
2023-10-09,40.51811501788911,15.94622574017134,13.47127393849184,0,6.2015503875969,-9.92708874098054,3434.144139137097
2023-10-16,43.331689067101,32.623963869712874,20.67130987303968,0,6.3565891472868215,-9.709418174260522,3633.148616782497
2023-10-23,42.59002735425868,43.818801713313476,15.037824243369862,0,6.511627906976744,-9.350162426854148,3788.579911624372
2023-10-30,50.483103664159415,17.729108760670897,21.19878835385281,0,6.666666666666667,-8.854560256532102,3794.1817795205225
2023-11-06,48.39208102693399,36.910624109585505,18.875653397249092,0,6.821705426356589,-8.22983865893657,3866.586989939463
2023-11-13,46.943499042651354,27.37179821501685,12.176376696609879,0,6.976744186046512,-7.485107481711011,3724.228337299401
2023-11-20,49.04157963004029,29.509405233369222,23.31318796627394,0,7.131782945736434,-6.6312265824079555,3981.0319037786358
2023-11-27,58.5747466200766,21.576811914368406,17.279997148765077,0,7.286821705426356,-5.680647467311559,3937.4675281432965
2023-12-04,67.77534733134995,27.324350621152988,17.664399046505782,0,7.441860465116279,-4.647231720437684,3931.25655944717
2023-12-11,62.703862075920824,40.400356757591666,15.62099035484124,0,7.596899224806202,-3.5460488704253597,3990.6744136412744
2023-12-18,63.1611396105653,34.66124193590166,17.382866893249776,0,7.751937984496124,-2.393156642875578,4148.945182752093
2023-12-25,66.83332005063643,43.85849284327955,21.81156176277967,0,7.906976744186046,-1.2053668025532362,4217.194348908707
2024-01-01,73.35942840469207,39.41929511182155,19.443022636254376,0,8.062015503875969,6.432490598706546e-15,4086.9147669179824
2024-01-08,69.10615171078867,33.51269343143661,21.614648009129926,0,8.217054263565892,1.2053668025532314,4242.054854631682
2024-01-15,66.87180729674334,43.95147620934234,21.847687415715374,0,8.372093023255815,2.393156642875573,4332.981818908171
2024-01-22,75.09910108400081,33.51194526990639,25.78264662211267,0,8.527131782945736,3.546048870425355,4252.865479957955
2024-01-29,72.06731329943,36.62390541437647,19.228855396542485,0,8.682170542635658,4.64723172043768,4353.050348421442
2024-02-05,77.66765469309574,27.627432371722332,14.792568732617072,0,8.837209302325581,5.680647467311555,4132.288848235857
2024-02-12,70.6789077405844,30.532366526873638,25.068889666287934,0,8.992248062015504,6.631226582407952,4481.2916160539535
2024-02-19,63.126066031042384,24.420609413597784,19.57404731161098,0,9.147286821705427,7.485107481711007,4413.348763642475
2024-02-26,61.61260564979433,37.91667147675882,25.458369778309507,0,9.30232558139535,8.229838658936558,4372.592029751923
2024-03-04,75.643939614116,20.573571015081075,22.633508452729885,0,9.45736434108527,8.8545602565321,4366.2903852466325
2024-03-11,74.68995171320587,36.25880273934129,20.67544987918662,0,9.612403100775193,9.350162426854148,4166.234159482145
2024-03-18,63.621989744129124,28.474791539958723,22.695103576185183,0,9.767441860465116,9.70941817426052,4275.489199270701
2024-03-25,60.83988364973735,39.369976747738555,29.204050240505197,0,9.922480620155039,9.927088740980539,4451.68013411006
2024-04-01,68.11326757857381,36.00695190985008,29.80792211621501,0,10.077519379844961,10.0,4399.628648350003
2024-04-08,53.16346708360302,44.56516926117441,21.877524540531116,0,10.232558139534884,9.92708874098054,4540.59152698383
2024-04-15,51.99086320744268,35.84619752910916,22.3407623732683,0,10.387596899224807,9.709418174260518,4616.8135939840395
2024-04-22,57.35266814203959,17.423677954774075,26.104960629865545,0,10.542635658914728,9.350162426854148,4192.052749576909
2024-04-29,49.77423172895304,29.464374616814393,18.51735586893061,0,10.69767441860465,8.854560256532103,4184.631358112681
2024-05-06,49.30739223776176,20.623942459241473,23.332281490473022,0,10.852713178294573,8.229838658936572,4220.741169922694
2024-05-13,46.11125764588984,25.853761261069803,21.996548608184575,0,11.007751937984496,7.485107481711012,4343.518778965569
2024-05-20,46.25660524235628,42.08982746621378,23.455632845830213,1,11.162790697674419,6.631226582407956,4455.016181863861
2024-05-27,49.3256022751026,35.10027048718157,18.966524776202377,0,11.317829457364342,5.680647467311568,4260.158041727446
2024-06-03,40.573033485210956,24.408556571370028,16.04173002676412,0,11.472868217054263,4.647231720437685,4276.225007700702
2024-06-10,41.31578995833066,21.89026106847681,14.208066256034833,0,11.627906976744185,3.5460488704253605,3813.8128098628363
2024-06-17,25.994808253730188,30.262256743010088,18.13046354804157,0,11.782945736434108,2.3931566428755877,3805.92664429015
2024-06-24,34.35221863772569,20.267518804950978,20.865298860242667,0,11.937984496124031,1.2053668025532287,3813.509802507682
2024-07-01,28.954428952377718,24.63087778082735,21.627233653404954,0,12.093023255813954,3.673940397442059e-15,3763.407155378416
2024-07-08,25.896695493912468,32.49607577240995,30.648924649718065,0,12.248062015503876,-1.2053668025532391,3955.5646520811
2024-07-15,26.682794714444206,39.24249628885357,27.423973479629193,0,12.4031007751938,-2.3931566428755806,3906.0809149482884
2024-07-22,28.761725262794574,34.870091777795515,19.251635534633493,0,12.55813953488372,-3.546048870425354,3627.8780760718173
2024-07-29,34.65598160465812,11.6696839312152,24.59083380980383,0,12.713178294573643,-4.647231720437678,3719.8395742616226
2024-08-05,23.3791616781864,32.43493383224208,21.6716870545987,0,12.868217054263566,-5.6806474673115614,3628.736878886324
2024-08-12,30.39042190849721,30.576268585860625,22.26254464783962,0,13.023255813953488,-6.631226582407951,3836.2334837290655
2024-08-19,28.33074164368721,33.31112228298154,24.241302597661527,0,13.178294573643411,-7.485107481711006,3663.007196395288
2024-08-26,29.908232882167535,42.929677453209656,26.076684467901575,0,13.333333333333334,-8.229838658936558,3726.2434285938707
2024-09-02,37.624489173563255,13.494093785562058,22.34296606446394,0,13.488372093023255,-8.854560256532091,3714.8377178776536
2024-09-09,36.618954075730215,25.271172598471153,28.055406130937435,0,13.643410852713178,-9.35016242685414,3803.3682782206492
2024-09-16,42.16740472667162,34.72725058234684,19.332247095430382,0,13.7984496124031,-9.709418174260522,3845.580888252681
2024-09-23,36.471651348333204,17.34724480436846,24.025356249449075,0,13.953488372093023,-9.92708874098054,3530.562986282756
2024-09-30,35.71424082428368,41.80759238442807,34.49069490638333,0,14.108527131782946,-10.0,3958.7267386754083
2024-10-07,40.18201042177704,32.94685290160527,25.092318970501104,0,14.263565891472869,-9.92708874098054,3782.075467873478
2024-10-14,44.74798565413426,36.77267188674723,30.03285802642469,0,14.41860465116279,-9.709418174260524,3986.0453890691315
2024-10-21,46.74683262367418,25.432450707825645,24.76608071269283,0,14.573643410852712,-9.35016242685415,3774.2275923162365
2024-10-28,42.83080229558218,36.51010951972968,26.823108381319187,0,14.728682170542635,-8.854560256532103,4017.8195160094874
2024-11-04,51.11944733677729,38.54777244791231,24.372867222429235,0,14.883720930232558,-8.229838658936563,3949.1890265326874
2024-11-11,54.212669512182124,31.863024161097346,24.018369675343184,0,15.03875968992248,-7.485107481711012,3918.6809777392405
2024-11-18,68.01863768930798,31.875207141589566,21.682070413098323,0,15.193798449612403,-6.631226582407957,4164.9619739345735
2024-11-25,67.09603008787437,32.162745914253804,26.621205435830213,1,15.348837209302326,-5.6806474673115535,4485.877498879589
2024-12-02,55.61367429650367,23.093237882084946,21.59385124325693,1,15.503875968992247,-4.647231720437686,4323.215374598752
2024-12-09,60.46698720030775,28.819770558077177,27.76234094525372,0,15.65891472868217,-3.546048870425362,4304.984793574355
2024-12-16,56.43712123192968,28.77981974038113,29.54114801778364,0,15.813953488372093,-2.393156642875589,4159.4645416913145
2024-12-23,62.450654282806255,33.06715091482796,26.76612562894892,1,15.968992248062015,-1.2053668025532476,4561.081034569732
2024-12-30,68.40744471410964,37.998593975282354,24.25500506577723,0,16.124031007751938,1.2864981197413092e-14,4343.8382947511955
2025-01-06,74.03850730841057,21.531711344172727,27.315862317234785,0,16.27906976744186,1.2053668025532378,4227.430906263837
2025-01-13,65.28102426219401,28.99992775744338,24.36530777781435,0,16.434108527131784,2.3931566428755793,4358.17846558028
2025-01-20,66.29692533336238,41.85164438127178,29.4421885018606,0,16.589147286821706,3.546048870425353,4386.770573113272
2025-01-27,59.18708595842865,24.051294169499485,18.474375663139504,0,16.74418604651163,4.647231720437677,4279.563841754093
2025-02-03,69.17554513039124,23.42199986167744,24.557570527525414,1,16.89922480620155,5.680647467311546,4766.207097387453
2025-02-10,64.45066349517705,31.61844953464955,18.036752019504007,0,17.05426356589147,6.631226582407949,4253.923944862366
2025-02-17,66.60121405281453,36.75508152388256,20.119756679091182,0,17.209302325581394,7.4851074817110055,4185.251989685935
2025-02-24,64.06909775518471,30.091408444485275,31.65544891925564,0,17.364341085271317,8.229838658936556,4656.060440614209
2025-03-03,66.91798718169696,40.631684723495916,29.880739927886744,0,17.51937984496124,8.854560256532098,4822.2179683828845
2025-03-10,57.28298115250624,36.85435186053221,23.522079066860837,0,17.674418604651162,9.350162426854146,4485.564499839347
2025-03-17,57.184359583587145,36.734560535120494,20.489986175836414,1,17.829457364341085,9.709418174260522,4598.401708256944
2025-03-24,73.40205581555878,34.432932010592744,14.741884648633397,0,17.984496124031008,9.92708874098054,4433.745226905926
2025-03-31,54.36893321099265,48.62122480276868,24.526017968269464,0,18.13953488372093,10.0,4514.96510535536
2025-04-07,53.214767601547265,28.358706489071647,36.48166004898961,0,18.294573643410853,9.92708874098054,4541.943198352991
2025-04-14,65.64906594382842,13.971821663467889,28.639537085854588,0,18.449612403100776,9.709418174260524,4289.152382565671
2025-04-21,68.66137001479645,42.834034892137126,24.761710855802043,0,18.6046511627907,9.350162426854157,4592.716210184001
2025-04-28,45.88942419912425,26.338404552345395,28.960320838001227,0,18.75968992248062,8.854560256532096,4508.879190875627
2025-05-05,47.49175678742193,30.863043554744266,20.95616658802223,0,18.91472868217054,8.229838658936563,4232.955602063273
2025-05-12,48.63624989321496,40.47640547888422,26.11070654920946,0,19.069767441860463,7.4851074817110135,4497.875589384719
2025-05-19,53.21222072038958,17.181923671528597,27.797909892062954,0,19.224806201550386,6.631226582407958,4515.629287714394
2025-05-26,37.353907576392864,19.986822287150886,27.155597392715805,0,19.37984496124031,5.680647467311569,4209.698452801712
2025-06-02,38.89371972099172,17.18977650304917,30.763224486760322,0,19.53488372093023,4.647231720437687,4075.5047754603997
2025-06-09,41.98278387225509,23.646909679796607,29.07858090494421,0,19.689922480620154,3.5460488704253628,4118.357825450996
2025-06-16,38.419499131218366,33.517092848135945,30.47330407243199,0,19.844961240310077,2.3931566428755904,4262.809595807538
2025-06-23,32.71503029122581,34.19350274250217,25.146510871076963,0,20.0,1.205366802553249,3967.1714030212265
